path,whole_num,x1,y1,r1,x2,y2,r2,x3,y3,r3
output_frame/001/qySYbw7L.jpg,0.6666666666666666,0.4041830708661417,0.3264435695538057,0.0792850785668935,0.3516896325459317,0.6709317585301837,0.1204229143847307,0.0,0.0,0.0
output_frame/001/0c91R6bh.jpg,0.6666666666666666,0.5631188118811881,0.3640676567656766,0.0709537977013897,0.4919554455445544,0.5919966996699669,0.065594383730024,0.0,0.0,0.0
output_frame/001/gNOPaoBW.jpg,0.3333333333333333,0.2774339933993399,0.1433580858085808,0.1947264640463027,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/nIk5E2lL.jpg,0.6666666666666666,0.5405846253229974,0.957218992248062,0.211618776877257,0.5034399224806201,0.2223998708010336,0.2355944569498132,0.0,0.0,0.0
output_frame/001/xrfRGSA9.jpg,1.0,0.6223589238845144,0.3690944881889763,0.0755662257629988,0.6190780839895014,0.1919291338582677,0.054530085756544,0.4845636482939632,0.5429790026246718,0.0951443569553806
output_frame/001/qJUPDput.jpg,0.3333333333333333,0.6778585271317829,0.2320897932816537,0.1193889507640583,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/A2cJbzi7.jpg,0.6666666666666666,0.6342821782178217,0.1412953795379538,0.1110801321603651,0.4383250825082508,0.4496699669966996,0.0817961223551911,0.0,0.0,0.0
output_frame/001/fil9NeK5.jpg,1.0,0.7683580858085809,0.3413778877887788,0.1163236495925978,0.5167079207920792,0.7838283828382838,0.1133785035457732,0.495049504950495,0.3527227722772277,0.1187311002082988
output_frame/001/6kCI5Nze.jpg,0.6666666666666666,0.741542904290429,0.1681105610561056,0.1213013352964892,0.5404290429042905,0.5579620462046204,0.122157672888348,0.0,0.0,0.0
output_frame/001/N1F4xRvn.jpg,1.0,0.8942667958656331,0.4339631782945736,0.1274510313756385,0.3774709302325581,0.3661337209302325,0.0549095607235142,0.350016149870801,0.6406815245478036,0.1061600673743203
output_frame/001/IJXZbumF.jpg,0.6666666666666666,0.396039603960396,0.3248762376237624,0.0867134337287949,0.3527227722772277,0.6879125412541254,0.0910632840538123,0.0,0.0,0.0
output_frame/001/CcKUwhg3.jpg,0.3333333333333333,0.6084983498349835,0.6033415841584159,0.0883177986677909,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/8PDYSIqj.jpg,0.6666666666666666,0.6487211221122112,0.2103960396039604,0.1283858607227346,0.5208333333333334,0.6528465346534653,0.0802337060180558,0.0,0.0,0.0
output_frame/001/Kp6I9RnB.jpg,0.6666666666666666,0.6164890180878552,0.3079941860465116,0.1726224025067179,0.584189276485788,0.7957202842377261,0.172690380440288,0.0,0.0,0.0
output_frame/001/GqAzoLWD.jpg,0.6666666666666666,0.5651815181518152,0.9839108910891088,0.1841362533537278,0.4816419141914191,0.2568069306930693,0.2020636369709863,0.0,0.0,0.0
output_frame/001/FwUaG2TD.jpg,0.6666666666666666,0.444513201320132,0.4300742574257425,0.1528108994059201,0.2330858085808581,0.985973597359736,0.1296267708065099,0.0,0.0,0.0
output_frame/001/pGSeHKc1.jpg,0.6666666666666666,0.619718992248062,0.8021802325581395,0.1498373837822118,0.4953649870801033,0.0802810077519379,0.1069433664802538,0.0,0.0,0.0
output_frame/001/Jy1QSqNu.jpg,1.0,0.6961633663366337,0.3599422442244224,0.1025198218479417,0.594059405940594,0.964315181518152,0.1197080703675487,0.3527227722772277,0.4723597359735973,0.1065493115378638
output_frame/001/ecSstloL.jpg,1.0,0.8570544554455445,0.1660478547854785,0.1271872112992408,0.5424917491749175,0.721947194719472,0.136029183942224,0.525990099009901,0.1474834983498349,0.1455816234889965
output_frame/001/X9jyi5hQ.jpg,0.3333333333333333,0.5780675853018373,0.2001312335958005,0.1051149563228398,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/W0xEK9Ym.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/QWE48Y9I.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/wMYrgnte.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
output_frame/001/wmvVuPS3.jpg,1.0,0.63876312335958,0.3920603674540682,0.1126647298798739,0.5337762467191601,0.894028871391076,0.1128556467376434,0.3631725721784776,0.441272965879265,0.1115485564304462
output_frame/001/yzXIEKRG.jpg,0.3333333333333333,0.0744586614173228,0.7398293963254593,0.1810119976920436,0.0,0.0,0.0,0.0,0.0,0.0
